Material,Nº holes / Nº filaments,Diameter (mm),L/D,Filter (um),Sand quantity (cm),Support,Vpump (rpm),Vext (rpm),TE1 (°C),TE2 (°C),TE3 (°C),TE4 (°C),TD(°C),PD(bar),PE(bar),VTO (m/min),VG1(m/min),VG2(m/min),VG3(m/min),VG4(m/min),Vwinder (m/min),Winder tension (N),Tg1(°C),Tg2(°C),Tg3(°C),Quench (%),Spin. F (rmp),Height (m),Count (dtex),Tenacity (g/den),Elongation (%),Sand size min (um),Sand size max (um)
PHB DAN 04493,48.0,0.4,4.0,90.0,4.0,178.0,11.5,23.0,54.0,50.0,170.0,175.0,180.0,185.0,195.0,1400.0,,,1800,1950,2000.0,,37.347624904573514,60.12622536936199,66.81899007469877,20.0,20.0,1.4,167,1.24,41.0,500.0,355.0
PHB DAN 04493,48.0,0.4,4.0,90.0,4.0,178.0,11.5,23.0,35.8,50.0,170.0,175.0,180.0,185.0,195.0,1400.0,,,1800,1950,2000.0,,38.146261182534005,61.10768023705183,64.32956257012285,30.0,25.0,1.4,174,1.3,42.0,500.0,355.0
rPET 30/70,72.0,0.25,2.0,60.0,3.0,2.0,18.0,85.0,42.2,70.0,262.0,270.0,275.0,275.0,280.0,2401.0,,,2421,2401,2490.0,15.0,98.73523861018013,149.98559026435754,116.57542094963469,30.0,18.0,1.5,220,1.46,205.0,500.0,355.0
rPET 30/70,72.0,0.25,2.0,60.0,3.0,2.0,18.0,85.0,42.2,70.0,262.0,270.0,275.0,275.0,275.0,2401.0,,,2421,2401,2490.0,15.0,98.75864532818427,150.02470709054515,116.59029348898827,30.0,18.0,1.5,225,1.47,201.0,500.0,355.0
rPET 30/70,72.0,0.25,2.0,60.0,3.0,2.0,19.4,85.0,52.0,70.0,262.0,270.0,275.0,275.0,275.0,2600.0,,,2621,2605,2695.0,15.0,105.46886836878853,161.10215230510119,122.85143199024816,30.0,18.0,1.5,219,1.47,183.92,500.0,355.0
rPET 30/70,72.0,0.25,2.0,60.0,3.0,2.0,20.0,85.0,55.5,70.0,262.0,270.0,275.0,275.0,275.0,2800.0,,,2821,2800,2895.0,15.0,108.06383404218775,168.417454728713,123.66124560642379,50.0,20.0,1.5,205,1.66,167.0,500.0,355.0
rPET 30/70,72.0,0.25,2.0,60.0,3.0,2.0,19.2,80.0,57.3,70.0,260.0,270.0,275.0,275.0,275.0,2600.0,,,2617,2602,2695.0,15.0,102.40623142836327,155.5086843433724,120.03873255491308,30.0,20.0,1.5,215,1.58,177.36,500.0,355.0
rPET 30/70,72.0,0.25,2.0,60.0,3.0,2.0,19.2,80.0,57.3,70.0,260.0,270.0,275.0,275.0,275.0,2600.0,,,2617,2602,2695.0,15.0,100.29840023862488,155.3340800438034,118.21639211875804,40.0,20.0,1.5,210,1.61,186.5,500.0,355.0
rPET 30/70,72.0,0.25,2.0,60.0,3.0,2.0,19.2,80.0,57.3,70.0,260.0,270.0,275.0,275.0,275.0,2600.0,,,2617,2602,2695.0,15.0,101.72652774359027,153.22365206178873,120.06973486908328,20.0,20.0,1.5,210,1.68,188.63,500.0,355.0
rPET,72.0,0.3,2.0,60.0,3.0,2.0,14.8,48.0,88.6,70.0,275.0,280.0,285.0,290.0,290.0,768.0,821.0,1374.0,2514,2485,2555.0,,89.0,97.0,115.0,40.0,18.0,1.3,175,3.45,37.61,500.0,355.0
rPET,72.0,0.3,2.0,60.0,3.0,2.0,12.6,54.0,75.4,50.0,285.0,295.0,300.0,295.0,295.0,768.0,821.0,1374.0,2514,2485,2555.0,,88.0,130.0,140.0,40.0,18.0,1.3,150,3.5,38.0,500.0,355.0
rPET,72.0,0.3,2.0,60.0,3.0,2.0,12.6,56.0,49.2,50.0,285.0,295.0,295.0,290.0,290.0,792.0,818.0,1375.0,2485,2455,2530.0,,88.0,130.0,140.0,40.0,18.0,1.3,150,3.4,24.0,500.0,355.0
rPET,72.0,0.3,2.0,60.0,3.0,2.0,12.6,53.0,70.8,50.0,285.0,300.0,300.0,295.0,290.0,792.0,818.0,1404.0,2504,2445,2520.0,,88.0,130.0,140.0,40.0,18.0,1.3,150,3.27,27.53,500.0,355.0
PLA + 0.1 Silano,48.0,0.4,2.0,60.0,1.0,178.0,13.0,80.0,0.0,45.0,225.0,225.0,225.0,230.0,230.0,851.0,975.0,1451.0,2450,2450,2520.0,14.0,80.0,110.0,95.0,35.0,18.0,1.2,152,1.27,35.78,500.0,355.0
PLA + 0.1 Silano,48.0,0.4,2.0,60.0,1.0,178.0,13.0,73.0,0.0,40.0,225.0,225.0,225.0,230.0,230.0,900.0,1026.0,1799.0,2626,2651,2730.0,15.0,78.0,95.0,96.0,15.0,18.0,1.2,147,1.62,35.87,500.0,355.0
rPET,72.0,0.3,2.0,90.0,1.0,2.0,13.0,60.0,70.0,105.0,280.0,288.0,292.0,295.0,295.0,2773.0,,,2817,2802,,,,,,25.0,18.0,1.5,135,2.43,128.0,500.0,355.0
rPET,72.0,0.3,2.0,90.0,1.0,2.0,11.9,60.0,76.0,105.0,280.0,288.0,292.0,295.0,295.0,2773.0,,,2783,2778,2885.0,15.0,111.13176541118887,170.6425823668855,141.3065859723154,35.0,15.0,1.3,128,2.47,136.75,500.0,355.0
rPET,72.0,0.2,2.0,90.0,1.0,2.0,11.9,59.0,100.6,105.0,280.0,288.0,292.0,295.0,295.0,2773.0,,,2783,2778,2885.0,15.0,111.84730134268462,170.42897721550585,144.19657462094864,35.0,15.0,1.3,128,2.42,136.32,500.0,355.0
rPET,72.0,0.3,2.0,90.0,4.0,2.0,11.9,59.0,87.5,125.0,280.0,288.0,292.0,295.0,295.0,2773.0,,,2783,2778,2885.0,15.0,110.29663270645653,166.16307733045142,141.9945873771764,30.0,15.0,1.3,129,2.4,137.0,500.0,355.0
COPET,72.0,0.25,2.0,60.0,0.0,2.0,14.0,28.0,168.7,70.0,230.0,235.0,240.0,240.0,240.0,2201.0,,,2230,2220,2300.0,21.0,59.622572330226035,88.5991804798235,96.93987802480018,35.0,15.0,1.05,190,1.32,172.0,0.0,0.0
COPET,72.0,0.25,2.0,60.0,0.0,2.0,14.0,30.0,162.0,70.0,230.0,235.0,240.0,240.0,240.0,2400.0,,,2430,2420,2500.0,21.0,61.17459843063705,92.41629469342259,101.10055356221963,35.0,15.0,1.05,170,1.43,166.42,0.0,0.0
COPET,72.0,0.25,2.0,60.0,0.0,2.0,14.0,28.0,172.0,70.0,230.0,235.0,240.0,240.0,240.0,2900.0,,,2930,2920,3010.0,10.0,56.954816253200484,98.94489776182922,97.09577975272478,35.0,18.0,1.05,145,1.85,133.58,0.0,0.0
COPET,72.0,0.25,2.0,60.0,0.0,2.0,24.0,42.0,373.0,70.0,230.0,235.0,240.0,240.0,240.0,2900.0,,,2930,2920,3010.0,18.0,52.78840736318101,104.60470615135075,99.13894739022574,35.0,18.0,1.4,230,1.91,146.08,0.0,0.0
COPET,72.0,0.25,2.0,60.0,7.0,2.0,33.0,72.0,267.0,70.0,230.0,235.0,240.0,240.0,240.0,2900.0,,,2930,2920,3010.0,18.0,63.99216489961879,124.12562942191263,100.80224577372624,35.0,18.0,1.6,328,1.69,158.0,500.0,355.0
COPET,72.0,0.3,2.0,90.0,7.0,2.0,43.0,84.0,389.0,70.0,230.0,235.0,240.0,240.0,240.0,2900.0,,,2930,2920,3010.0,18.0,56.465389065250115,109.0444459124819,93.74916936672598,35.0,18.0,1.6,429,1.65,160.0,500.0,355.0
PS 454N,48.0,0.4,4.0,90.0,0.0,,22.0,50.0,112.6,106.0,250.0,260.0,265.0,265.0,265.0,1650.0,1750.0,1950.0,2000,1970,2040.0,22.0,60.0,70.0,100.0,50.0,24.0,1.7,257,0.97,26.98,0.0,0.0
PS 454N,48.0,0.4,4.0,90.0,0.0,,22.0,50.0,109.0,103.0,250.0,260.0,265.0,265.0,265.0,1986.0,1750.0,1950.0,2000,1981,2045.0,22.0,60.0,70.0,100.0,40.0,20.0,2.0,257,0.76,34.3,0.0,0.0
ADVANITE 53001,72.0,0.35,4.0,178.0,0.0,,21.0,44.0,135.3,115.7,255.0,260.0,265.0,270.0,270.0,900.0,1100.0,2700.0,2975,2850,2940.0,,70.0,80.0,100.0,45.0,18.0,1.3,207,2.68,42.58,0.0,0.0
ADVANITE 53001,72.0,0.35,4.0,178.0,0.0,,20.0,40.0,148.0,90.0,255.0,260.0,265.0,270.0,270.0,900.0,1100.0,2700.0,2975,2850,2955.0,,76.0,80.0,100.0,30.0,18.0,1.3,190,2.84,35.42,0.0,0.0
ADVANITE 53001,72.0,0.35,4.0,178.0,0.0,,20.5,40.0,136.0,90.0,255.0,265.0,240.0,275.0,275.0,1050.0,1100.0,2780.0,3000,2850,2955.0,,76.0,80.0,100.0,45.0,18.0,1.3,200,1.7,26.0,0.0,0.0
ADVANITE 53001,72.0,0.35,4.0,178.0,0.0,,20.0,40.0,134.8,89.1,255.0,265.0,240.0,275.0,275.0,1050.0,1100.0,2780.0,3000,2850,2955.0,17.0,76.0,80.0,100.0,45.0,18.0,1.3,192,2.77,46.11,0.0,0.0
ADVANITE 53001,72.0,0.35,4.0,178.0,0.0,,20.0,40.0,134.8,89.1,255.0,265.0,240.0,275.0,275.0,900.0,950.0,2780.0,3000,2850,2953.0,18.0,76.0,80.0,100.0,45.0,18.0,1.3,192,3.11,37.02,0.0,0.0
rPET,72.0,0.3,2.0,90.0,1.0,2.0,11.9,50.0,102.0,121.0,280.0,288.0,292.0,295.0,295.0,2773.0,,,2783,2778,2885.0,,106.06465455968076,155.11665139191953,137.9456827677113,25.0,18.0,1.3,131,2.43,129.0,500.0,355.0
rPET,72.0,0.3,2.0,90.0,1.0,2.0,11.9,38.0,76.0,60.0,280.0,283.0,287.0,290.0,290.0,2250.0,,,2264,2250,2325.0,,98.54235236872123,142.61293560702512,125.98022518766153,45.0,12.0,1.4,150,2.37,148.0,500.0,355.0
rPET,72.0,0.3,2.0,90.0,1.0,2.0,11.0,35.0,70.0,60.0,280.0,283.0,287.0,290.0,290.0,2250.0,,,2264,2250,2325.0,,98.8480561727396,141.85684202653295,126.16508560929054,45.0,12.0,1.4,140,2.33,145.0,500.0,355.0
rPET,72.0,0.3,2.0,90.0,1.0,2.0,10.0,35.0,62.0,60.0,280.0,283.0,287.0,290.0,290.0,2250.0,,,2264,2250,2325.0,,100.97327964758054,144.36714062043578,127.37780784780524,45.0,12.0,1.4,130,2.27,140.0,500.0,355.0
rPET,72.0,0.3,2.0,90.0,1.0,2.0,10.0,35.0,62.0,60.0,280.0,283.0,287.0,290.0,290.0,2300.0,,,2315,2300,2375.0,,103.00609972567617,147.09165179315454,128.74822981857577,45.0,12.0,1.4,120,2.2,137.0,500.0,355.0
rPET,72.0,0.3,2.0,90.0,1.0,2.0,10.0,35.0,70.0,60.0,280.0,283.0,287.0,290.0,290.0,2250.0,,,2264,2250,2325.0,,99.7375749089058,143.1603754474044,126.62924709143745,45.0,12.0,1.4,129,2.47,144.0,500.0,355.0
TPX,48.0,0.4,4.0,60.0,2.0,178.0,17.4,88.5,116.4,120.0,280.0,285.0,290.0,290.0,285.0,1750.0,1800.0,2100.0,2655,2550,2625.0,14.0,162.0,200.0,165.0,50.0,18.0,1.45,182,2.32,29.33,500.0,355.0
TPX,48.0,0.4,4.0,60.0,2.0,178.0,9.0,52.9,70.6,87.8,280.0,285.0,290.0,290.0,285.0,1750.0,1800.0,2100.0,2655,2550,2625.0,14.0,162.0,200.0,165.0,50.0,18.0,1.45,131,2.25,28.0,500.0,355.0
TPX,48.0,0.4,4.0,60.0,2.0,178.0,11.5,75.0,90.0,100.0,280.0,285.0,290.0,290.0,285.0,1750.0,1800.0,2100.0,2655,2550,2620.0,14.0,150.0,170.0,150.0,50.0,18.0,1.45,135,2.23,27.3,500.0,355.0
TPX + Negro,48.0,0.4,4.0,60.0,2.0,2.0,9.0,58.0,101.0,108.0,280.0,285.0,290.0,290.0,286.0,1325.0,1421.0,1659.0,2098,2000,2070.0,,155.0,201.0,155.0,50.0,19.0,1.3,134,2.22,27.3,500.0,355.0
TPE Producción,48.0,0.4,4.0,90.0,0.0,,14.0,23.0,107.2,70.0,195.0,195.0,200.0,205.0,210.0,2400.0,,,2425,2450,2540.0,,49.15155635378285,66.49724919217665,71.55017784497761,35.0,25.0,1.8,165,0.78,123.82,0.0,0.0
TPE Producción,48.0,0.4,4.0,90.0,0.0,,14.0,28.0,93.0,70.0,195.0,195.0,200.0,205.0,210.0,2400.0,,,2425,2450,2560.0,,49.791112426556104,58.01006674589935,68.33615227201514,35.0,30.0,1.8,165,0.8,130.0,0.0,0.0
TPE Producción,48.0,0.4,4.0,90.0,0.0,,14.0,33.0,70.0,70.0,195.0,195.0,200.0,205.0,210.0,2400.0,,,2425,2450,2560.0,,49.250394384592646,55.9763385853433,67.02765551849149,35.0,30.0,1.8,165,0.78,140.0,0.0,0.0
TPE Producción,48.0,0.4,4.0,90.0,0.0,,14.0,30.0,88.0,70.0,200.0,200.0,205.0,210.0,215.0,2400.0,,,2425,2450,2560.0,,51.378041623290216,58.47270049556093,69.83084053335125,35.0,30.0,1.8,165,0.73,115.0,0.0,0.0
TPE Producción,48.0,0.4,4.0,90.0,0.0,,14.0,29.0,110.0,70.0,197.0,197.0,202.0,207.0,212.0,2400.0,,,2425,2450,2560.0,,50.07200113687788,59.08157643685313,69.30836376074235,35.0,30.0,1.8,165,0.75,110.0,0.0,0.0
TPE Producción,48.0,0.4,4.0,90.0,0.0,,14.0,28.0,100.0,70.0,200.0,200.0,205.0,210.0,215.0,2400.0,,,2425,2450,2560.0,,51.46066387212603,59.285170903723625,70.12765783262626,35.0,30.0,1.8,165,0.75,115.0,0.0,0.0
TPE Producción,48.0,0.4,4.0,90.0,0.0,,14.0,30.0,86.0,70.0,200.0,200.0,205.0,210.0,215.0,2400.0,,,2425,2450,2560.0,,51.5895673342449,58.31070566066326,69.77623561150162,35.0,30.0,1.8,165,0.77,120.0,0.0,0.0
ABS H380,72.0,0.6,4.0,60.0,0.0,,26.0,41.0,136.0,135.0,240.0,250.0,260.0,270.0,280.0,1285.0,1421.0,1969.0,1986,1591,1100.0,,42.69168113700893,57.97136607610947,82.33122274106526,60.0,23.0,1.25,330,1.03,10.0,0.0,0.0
PHB DAN 04493,48.0,0.4,4.0,90.0,4.0,2.0,11.5,29.0,43.0,50.0,170.0,175.0,180.0,185.0,190.0,1400.0,,,1800,1950,2000.0,,39.96926000914017,61.45959761827235,60.37137608627429,30.0,25.0,1.4,170,1.16,60.0,850.0,500.0
PHB DAN 04493,48.0,0.4,4.0,90.0,4.0,2.0,11.5,29.0,43.0,50.0,170.0,175.0,180.0,185.0,190.0,2100.0,,,2500,2650,2700.0,,49.20962114703143,60.816279618165694,68.43334870726665,30.0,25.0,1.4,130,1.05,43.0,850.0,500.0
PHB DAN 04493,48.0,0.4,4.0,90.0,4.0,2.0,13.5,29.0,61.0,50.0,170.0,175.0,180.0,185.0,190.0,2200.0,,,2600,2750,2800.0,,50.40689641753122,61.30008703569865,69.57786268515846,30.0,25.0,1.4,150,1.08,40.0,850.0,500.0
PLA,72.0,0.3,2.0,90.0,4.0,2.0,21.0,41.0,190.0,80.0,230.0,235.0,245.0,250.0,240.0,2600.0,,,2625,2615,2700.0,,73.9346487956598,109.78172484679291,104.60965096281639,40.0,18.0,1.5,220,1.95,84.0,850.0,500.0
rPET BATCH 1,72.0,0.3,2.0,90.0,1.0,2.0,12.0,54.0,66.0,60.0,283.0,291.0,295.0,298.0,298.0,2250.0,,,2264,2250,2350.0,,107.91870213666095,163.5255206653615,142.07753546397916,45.0,12.0,1.4,150,4.17,60.0,500.0,355.0
rPET BATCH 1,72.0,0.3,2.0,90.0,1.0,2.0,11.9,80.0,67.0,120.0,283.0,291.0,295.0,298.0,298.0,2778.0,,,2800,2778,2885.0,,123.13305342321988,183.04857059509646,145.74952954419507,35.0,12.0,1.4,110,2.18,165.0,500.0,355.0
rPET BATCH 1,72.0,0.3,2.0,90.0,1.0,2.0,11.9,52.0,65.0,75.0,283.0,291.0,295.0,298.0,298.0,2778.0,,,2800,2778,2885.0,,105.75702834104754,166.01109298569696,135.57009242261844,35.0,18.0,1.5,130,2.25,155.0,500.0,355.0
rPET BATCH 1,72.0,0.3,2.0,90.0,1.0,2.0,11.7,59.0,61.0,80.0,283.0,291.0,295.0,298.0,298.0,2778.0,,,2800,2778,2885.0,,110.66611486156123,173.5428269903456,137.37919292692231,35.0,18.0,1.5,130,2.0,150.0,500.0,355.0
rPET BATCH 1,72.0,0.3,2.0,90.0,1.0,2.0,10.7,63.0,54.0,80.0,283.0,291.0,295.0,298.0,298.0,2778.0,,,2800,2778,2885.0,,112.20853050305426,176.2608463231865,137.95296034893184,35.0,18.0,1.5,120,2.2,152.0,500.0,355.0
rPET BATCH 1,72.0,0.3,2.0,90.0,1.0,2.0,10.5,68.0,46.0,80.0,283.0,291.0,295.0,298.0,298.0,2778.0,,,2800,2778,2885.0,,115.46494454947714,179.60773878741892,139.00925114393505,35.0,18.0,1.5,118,2.2,153.0,500.0,355.0
rPET BATCH 1,72.0,0.3,2.0,90.0,1.0,2.0,11.9,55.0,77.0,85.0,288.0,296.0,300.0,303.0,303.0,2758.0,,,2802,2778,2885.0,,111.12126900540511,170.31097861426133,140.87844616160754,35.0,18.0,1.4,130,2.45,145.0,500.0,355.0
rPET BATCH 2,72.0,0.3,2.0,90.0,1.0,2.0,10.0,69.0,72.0,120.0,285.0,290.0,295.0,300.0,300.0,2758.0,,,2802,2778,2885.0,,119.19657386320223,180.03862323139933,145.40558239719144,35.0,15.0,1.5,115,2.47,132.0,500.0,355.0
rPET BATCH 2,72.0,0.3,2.0,90.0,1.0,2.0,10.0,60.0,72.0,60.0,285.0,290.0,295.0,300.0,300.0,2758.0,,,2802,2778,2885.0,,113.7907863048618,180.264984287471,139.6793993226757,50.0,18.0,1.5,105,2.4,130.0,500.0,355.0
rPET BATCH 2,72.0,0.3,2.0,90.0,1.0,2.0,10.5,40.0,80.0,60.0,285.0,290.0,295.0,300.0,300.0,2758.0,,,2802,2778,2885.0,,107.00745989343079,161.0694995020585,137.20086387464042,50.0,18.0,1.5,110,2.5,130.0,500.0,355.0
rPET BATCH 3,72.0,0.3,2.0,90.0,4.0,2.0,10.5,42.0,80.0,50.0,282.0,288.0,292.0,295.0,295.0,2250.0,,,2279,2260,2340.0,,98.28380308605776,139.5898695113923,121.75230924172891,50.0,18.0,1.5,145,1.95,180.0,500.0,355.0
rPET BATCH 3,72.0,0.3,2.0,90.0,4.0,2.0,10.0,47.0,87.0,75.0,282.0,288.0,292.0,295.0,295.0,2470.0,,,2485,2475,2540.0,,103.95829320887539,158.46626631183136,130.4884364408765,35.0,18.0,1.5,120,2.2,145.0,500.0,355.0
rPET BATCH 3,72.0,0.3,2.0,90.0,4.0,2.0,10.0,47.0,84.0,75.0,282.0,288.0,292.0,295.0,295.0,2490.0,,,2900,2495,2570.0,,107.99075910117976,161.54512226444305,134.82686624126413,50.0,18.0,1.5,123,2.32,153.0,500.0,355.0
rPET 30/70,72.0,0.3,2.0,60.0,3.0,2.0,20.0,80.0,90.0,58.7,260.0,265.0,270.0,270.0,270.0,2401.0,,,2421,2401,2500.0,16.0,79.50467143472092,120.96624177832125,95.78072198389758,30.0,20.0,1.3,238,1.21,327.44,500.0,355.0
rPET 30/70,72.0,0.3,2.0,60.0,3.0,2.0,20.0,85.0,110.6,68.5,260.0,265.0,270.0,270.0,270.0,1702.0,1751.0,2501.0,2778,2822,2920.0,16.0,95.0,145.0,115.0,35.0,20.0,1.3,192,1.36,208.42,500.0,355.0
rPET 30/70,72.0,0.3,2.0,60.0,3.0,2.0,20.0,85.0,112.5,65.2,260.0,265.0,270.0,270.0,270.0,1198.0,1249.0,2299.0,2822,2832,2920.0,16.0,95.0,145.0,115.0,35.0,20.0,1.3,200,1.55,110.0,500.0,355.0
PBS,36.0,0.3,2.0,90.0,0.0,,16.0,29.0,181.0,60.0,235.0,245.0,255.0,255.0,260.0,2630.0,,,2700,2700,2800.0,14.0,72.72323078612243,99.03660033775556,104.19459940335616,75.0,20.0,2.0,150,1.68,175.0,0.0,0.0
PBS,36.0,0.3,2.0,90.0,0.0,,16.5,32.0,149.0,60.0,235.0,245.0,255.0,255.0,260.0,2650.0,,,2700,2700,2800.0,14.0,72.4073577734002,97.56125756836252,104.18724182194802,65.0,20.0,1.6,154,1.68,181.2,0.0,0.0
PBS,36.0,0.3,2.0,90.0,0.0,,16.5,31.0,145.0,60.0,235.0,245.0,255.0,255.0,260.0,2768.0,,,2812,2812,2915.0,13.0,73.27548920114683,100.35106290744736,104.98097590337007,65.0,20.0,1.5,143,1.79,191.92,0.0,0.0
PBS,36.0,0.3,2.0,90.0,0.0,,16.5,32.0,142.0,60.0,235.0,245.0,255.0,255.0,260.0,2720.0,,,2768,2768,2870.0,12.0,72.87308311083217,96.27992147055329,104.52162453952363,50.0,20.0,1.4,110,1.62,175.0,0.0,0.0
PBS,36.0,0.3,2.0,90.0,0.0,,16.5,45.0,146.0,120.0,235.0,245.0,255.0,255.0,260.0,2720.0,,,2768,2768,2870.0,12.0,73.20335551977945,101.33770771280865,99.80126676480265,50.0,20.0,1.4,180,1.48,190.0,0.0,0.0
PBS,36.0,0.3,2.0,90.0,0.0,,16.5,31.0,145.0,60.0,235.0,245.0,255.0,255.0,260.0,2768.0,,,2812,2812,2915.0,12.0,72.92848531621628,100.51288332087721,104.7104143397684,65.0,20.0,1.4,150,1.65,185.0,0.0,0.0
PLA + 0.1 Silano,72.0,0.3,2.0,60.0,3.0,2.0,13.0,77.0,215.0,30.0,215.0,218.0,222.0,225.0,228.0,900.0,1200.0,1700.0,2582,2577,2665.0,,75.0,105.0,85.0,15.0,18.0,1.3,150,1.6,37.0,500.0,355.0
PLA + 0.1 Silano,72.0,0.3,2.0,60.0,3.0,2.0,13.0,100.0,0.0,0.0,210.0,212.0,214.0,216.0,220.0,900.0,1250.0,1700.0,2582,2600,2665.0,,75.0,90.0,75.0,30.0,18.0,1.3,180,1.05,35.0,500.0,355.0
PLA + 0.1 Silano,72.0,0.3,2.0,60.0,3.0,2.0,10.0,100.0,0.0,0.0,210.0,212.0,214.0,216.0,220.0,900.0,1200.0,1650.0,2500,2530,2620.0,,75.0,90.0,75.0,40.0,18.0,1.3,150,1.0,23.0,500.0,355.0
PBS,36.0,0.3,2.0,90.0,0.0,,16.0,32.5,49.0,60.0,225.0,235.0,245.0,245.0,250.0,2400.0,,,2450,2440,2515.0,14.0,69.72223309315633,78.51245002100552,102.23519155374527,65.0,20.0,1.3,127,1.83,146.0,0.0,0.0
ADVANITE 53001,72.0,0.35,4.0,60.0,2.0,2.0,20.0,39.0,80.0,60.0,255.0,260.0,265.0,270.0,270.0,900.0,1100.0,2700.0,2975,2850,2953.0,,70.0,80.0,100.0,45.0,18.0,1.4,196,3.2,36.22,500.0,355.0
Reclado químico VELOR,72.0,0.35,2.0,60.0,2.0,2.0,11.9,30.0,185.8,60.0,285.0,290.0,295.0,300.0,305.0,2700.0,,,2725,2715,2800.0,20.0,97.35326599348839,146.8684372646484,130.19696826118042,10.0,18.0,1.25,120,2.73,123.67,500.0,355.0
Reclado químico VELOR,72.0,0.35,2.0,60.0,2.0,2.0,12.5,30.0,185.8,60.0,285.0,290.0,295.0,300.0,305.0,2700.0,,,2725,2715,2800.0,20.0,96.87594200856029,146.90803865660337,129.78314600861668,10.0,18.0,1.25,135,2.67,128.67,500.0,355.0
Reclado químico VELOR,72.0,0.35,2.0,60.0,2.0,2.0,12.4,30.0,185.8,60.0,285.0,290.0,295.0,300.0,305.0,2700.0,,,2725,2715,2800.0,20.0,95.72419354798706,145.0222784072027,128.65444194983883,10.0,18.0,1.25,134,2.86,133.0,500.0,355.0
Reclado químico VELOR,72.0,0.35,2.0,60.0,2.0,2.0,11.9,61.0,128.7,60.0,300.0,305.0,310.0,315.0,320.0,2700.0,,,2725,2715,2800.0,20.0,121.90259716382536,190.38930846211773,149.45307194881644,10.0,18.0,1.25,136,2.33,141.0,500.0,355.0
Reclado químico VELOR,72.0,0.35,2.0,60.0,2.0,2.0,11.7,65.0,127.0,60.0,300.0,305.0,310.0,315.0,320.0,2700.0,,,2725,2715,2800.0,20.0,122.1528433156781,190.69065479858935,148.79909464993565,10.0,18.0,1.25,137,2.43,153.0,500.0,355.0
Reclado químico VELOR,72.0,0.35,2.0,60.0,2.0,2.0,11.5,65.0,127.0,60.0,300.0,305.0,310.0,315.0,320.0,2700.0,,,2725,2715,2800.0,20.0,122.19111998596189,190.813014524723,148.57453238653665,10.0,18.0,1.25,135,2.37,155.67,500.0,355.0
PE ASPUN,72.0,0.6,4.0,105.0,0.0,,22.0,46.4,22.7,90.0,235.0,240.0,245.0,245.0,250.0,900.0,1000.0,2300.0,2800,2750,2830.0,,50.0,62.0,77.0,30.0,20.0,2.1,182,1.86,176.67,0.0,0.0
PE ASPUN,72.0,0.6,4.0,105.0,0.0,,21.5,46.4,21.2,90.0,235.0,240.0,245.0,245.0,250.0,900.0,1050.0,2350.0,2850,2835,2910.0,,50.0,62.0,77.0,25.0,20.0,2.1,135,2.07,162.0,0.0,0.0
PE ASPUN,72.0,0.6,4.0,105.0,0.0,,21.5,46.4,21.2,90.0,235.0,240.0,245.0,245.0,250.0,600.0,1050.0,2500.0,2900,2886,2920.0,,50.0,62.0,77.0,35.0,20.0,2.1,141,2.18,153.33,0.0,0.0
PE ASPUN,72.0,0.6,4.0,105.0,0.0,,20.5,46.4,21.2,90.0,235.0,240.0,245.0,245.0,250.0,600.0,1050.0,2500.0,2900,2886,2920.0,,50.0,62.0,77.0,35.0,20.0,2.1,145,2.17,151.78,0.0,0.0
PE ASPUN,72.0,0.6,4.0,105.0,0.0,,25.0,48.18,27.6,90.0,235.0,240.0,245.0,245.0,250.0,800.0,900.0,2700.0,3052,2915,3005.0,,50.0,62.0,77.0,45.0,20.0,2.1,157,2.1,143.0,0.0,0.0
PE ASPUN,72.0,0.6,4.0,105.0,0.0,,25.0,45.0,27.0,75.0,235.0,240.0,245.0,245.0,250.0,600.0,1000.0,2550.0,2876,2750,2855.0,14.0,70.0,60.0,50.0,35.0,24.0,1.8,170,1.65,161.7,0.0,0.0
PE ASPUN,72.0,0.6,4.0,105.0,0.0,,25.0,45.0,32.3,75.0,235.0,240.0,245.0,245.0,250.0,800.0,900.0,2700.0,3052,2915,3005.0,13.0,35.0,45.0,55.0,35.0,22.0,2.1,155,2.15,162.3,0.0,0.0
PE ASPUN,72.0,0.6,4.0,105.0,0.0,,25.0,45.0,32.3,75.0,235.0,240.0,245.0,245.0,250.0,1350.0,1400.0,2900.0,3100,2915,3005.0,13.0,50.0,60.0,70.0,35.0,22.0,2.1,165,1.91,190.0,0.0,0.0
PE ASPUN,72.0,0.6,4.0,105.0,0.0,,22.0,45.0,29.0,75.0,235.0,240.0,245.0,245.0,250.0,650.0,750.0,2900.0,3100,2930,3020.0,12.0,50.0,60.0,70.0,35.0,22.0,2.1,142,2.32,83.56,0.0,0.0
PE ASPUN,72.0,0.6,4.0,105.0,0.0,,22.5,45.0,31.0,75.0,235.0,240.0,245.0,245.0,250.0,650.0,750.0,2900.0,3100,2930,3020.0,12.0,50.0,60.0,70.0,35.0,22.0,2.1,150,2.22,101.89,0.0,0.0
SABIC M200024,72.0,0.6,4.0,105.0,2.0,2.0,22.5,47.0,16.3,87.4,217.0,220.0,218.0,215.0,220.0,500.0,700.0,1950.0,2150,2040,2135.0,10.0,50.0,60.0,70.0,42.0,22.0,1.9,200,1.3,110.67,850.0,500.0
